method,subset,band,mode,degree,is_degree_endpoint,ICC3_1,CI_low,CI_high
SPH,ALL59,delta,58,7,0,0.4536061214621958,0.3368855803878886,0.5629768891267712
SPH,ALL59,delta,59,7,0,0.5586418937236008,0.435517362303841,0.6673244618023372
SPH,ALL59,delta,60,7,0,0.42384084133688693,0.27807776271191226,0.5557613878672203
SPH,ALL59,theta,1,0,1,0.4413861897149594,0.30711068613488657,0.5647913634138285
SPH,ALL59,theta,2,1,0,0.47927378308834484,0.341302900399488,0.5987933006855364
SPH,ALL59,theta,3,1,0,0.5125747986663777,0.38923649790365333,0.61584154441258
SPH,ALL59,theta,4,1,1,0.4356650598450361,0.30288879018888615,0.5601592885618738
SPH,ALL59,theta,5,2,0,0.46538592496999764,0.2575473268113065,0.6166243464544001
SPH,ALL59,theta,6,2,0,0.6089721053814918,0.47333272692009964,0.7231543750826055
SPH,ALL59,theta,7,2,0,0.5476082165618632,0.4265506117271538,0.6556740409824406
SPH,ALL59,theta,8,2,0,0.4422225696044104,0.31372329621335937,0.5515902190956651
SPH,ALL59,theta,9,2,1,0.39952002066514825,0.2624125413618131,0.554384024236329
SPH,ALL59,theta,10,3,0,0.41114048929217656,0.26758867525011887,0.5426520017548382
SPH,ALL59,theta,11,3,0,0.4562431773777111,0.24837822825844072,0.628368658623451
SPH,ALL59,theta,12,3,0,0.4792907838876809,0.3292141872477658,0.6124859878765315
SPH,ALL59,theta,13,3,0,0.5801445417226457,0.4491412141135259,0.7000306767573787
SPH,ALL59,theta,14,3,0,0.4534610741661843,0.3362895809639616,0.568934660767478
SPH,ALL59,theta,15,3,0,0.3633708771747859,0.18313733023540518,0.5048820391441091
SPH,ALL59,theta,16,3,1,0.5241570855245486,0.41160445845264554,0.6441965429390731
SPH,ALL59,theta,17,4,0,0.49416452366647146,0.3180460410380989,0.6480385150245332
SPH,ALL59,theta,18,4,0,0.27198881107064554,0.1396224539943222,0.4170240282260647
SPH,ALL59,theta,19,4,0,0.45299507427305913,0.2647646939059831,0.60067522718958
SPH,ALL59,theta,20,4,0,0.5542346871875415,0.41946178415898744,0.6557960416016401
SPH,ALL59,theta,21,4,0,0.5448649786818485,0.42747655553860125,0.6472543163502202
SPH,ALL59,theta,22,4,0,0.40746201414950217,0.27968880822967507,0.5205644090621545
SPH,ALL59,theta,23,4,0,0.47970440939735676,0.3521961640471333,0.6069682955102671
SPH,ALL59,theta,24,4,0,0.38203467740749597,0.23736447896331533,0.5315313891126022
SPH,ALL59,theta,25,4,1,0.5737094962355388,0.470529309809575,0.6659913163698346
SPH,ALL59,theta,26,5,0,0.5175186715874338,0.4114126303682664,0.6115693815648297
SPH,ALL59,theta,27,5,0,0.48379163758270116,0.36659301183044746,0.5979010603749704
SPH,ALL59,theta,28,5,0,0.5141078492441459,0.37851664246889544,0.6312057051540111
SPH,ALL59,theta,29,5,0,0.4483319742655865,0.25049335831058117,0.619870922934629
SPH,ALL59,theta,30,5,0,0.45401751202202445,0.3101686189883888,0.5953133756792733
SPH,ALL59,theta,31,5,0,0.5886789753201961,0.4591865788891819,0.695202703794867
SPH,ALL59,theta,32,5,0,0.4482766733004039,0.3279854878092946,0.5637276404118735
SPH,ALL59,theta,33,5,0,0.42876930705802546,0.26586385054915057,0.5776257665955726
SPH,ALL59,theta,34,5,0,0.5606187309090416,0.4513291848922588,0.6595652121940133
SPH,ALL59,theta,35,5,0,0.6429747550381724,0.541977705979998,0.7202369332802467
SPH,ALL59,theta,36,5,1,0.5130167112432481,0.367413707003139,0.6367580848831067
SPH,ALL59,theta,37,6,0,0.5263356832892672,0.3883215279246279,0.6515341485994276
SPH,ALL59,theta,38,6,0,0.5971281449301712,0.49452809171117096,0.6875097208680476
SPH,ALL59,theta,39,6,0,0.4433690122492537,0.3185993770646644,0.5548256434778273
SPH,ALL59,theta,40,6,0,0.42013132360779076,0.2636994111930489,0.5747875922381183
SPH,ALL59,theta,41,6,0,0.4701076294126333,0.28177118033981685,0.6411580291063107
SPH,ALL59,theta,42,6,0,0.4497918450953646,0.29958179983215794,0.5754294077090057
SPH,ALL59,theta,43,6,0,0.5567933542504583,0.42430338377600413,0.6592818226888193
SPH,ALL59,theta,44,6,0,0.4185722216360715,0.2983749044495263,0.5272492392822475
SPH,ALL59,theta,45,6,0,0.5434170576872905,0.404459371931669,0.6492709183675806
SPH,ALL59,theta,46,6,0,0.462819320936615,0.3291942265521671,0.5808724838151198
SPH,ALL59,theta,47,6,0,0.6993954029452392,0.6058499845764116,0.765865232777961
SPH,ALL59,theta,48,6,0,0.5351177396200549,0.3922041055113018,0.6524286742962017
SPH,ALL59,theta,49,6,1,0.6413499928921611,0.5195600769294735,0.7435958950649288
SPH,ALL59,theta,50,7,0,0.585817843894768,0.48531984027480546,0.6719920480377821
SPH,ALL59,theta,51,7,0,0.5298412566246232,0.39094498724043014,0.6591302405894036
SPH,ALL59,theta,52,7,0,0.6934145445448224,0.607331894698973,0.7670534201970639
SPH,ALL59,theta,53,7,0,0.44981846580821344,0.32645934291956646,0.5631310869376976
SPH,ALL59,theta,54,7,0,0.48265900820601526,0.32093229414755164,0.6263900741371417
SPH,ALL59,theta,55,7,0,0.4959501527851211,0.31796271478728744,0.6442384618427741
SPH,ALL59,theta,56,7,0,0.5300870959026931,0.38514074997926756,0.6444357766618506
SPH,ALL59,theta,57,7,0,0.57963156558195,0.46130270947517926,0.6795274918138131
SPH,ALL59,theta,58,7,0,0.44452243553171517,0.3185777143428679,0.5630712418975864
SPH,ALL59,theta,59,7,0,0.5668208711593973,0.4425400822943214,0.6670400681027252
SPH,ALL59,theta,60,7,0,0.419160113234344,0.2603145767293452,0.5535259443557475
