subject,condition,subset,m_used,K_last,R2_at_Klast,K70,K70_norm,K70_cens,K70_norm_cens,attained_70,K75,K75_norm,K75_cens,K75_norm_cens,attained_75,K90,K90_norm,K90_cens,K90_norm_cens,attained_90,R2_K1,R2_K4,R2_K9,R2_K16,R2_K25,R2_K36,R2_K49
010219,EC,ALL59,55,55,1.0,33,0.6,55,1.0,1,36,0.6545454545454545,55,1.0,1,42,0.7636363636363637,55,1.0,1,0.007160711599556864,0.21226707388108465,0.29996580605067447,0.4765215563959111,0.5897571285684131,0.8083550791845971,0.973084216647287
010220,EC,ALL59,58,58,1.0,4,0.06896551724137931,58,1.0,1,4,0.06896551724137931,58,1.0,1,11,0.1896551724137931,58,1.0,1,0.33046964794568895,0.8123396907366202,0.8528229196645025,0.9308697499694681,0.9528081175553825,0.9729676964628324,0.9941750707216487
010222,EC,ALL59,59,59,1.0,11,0.1864406779661017,59,1.0,1,14,0.23728813559322035,59,1.0,1,26,0.4406779661016949,59,1.0,1,0.3531406854879513,0.5476107677470127,0.6920678067247208,0.8375865993132565,0.8973852863546359,0.9423159810551278,0.9741107671468499
010223,EC,ALL59,59,59,1.0,14,0.23728813559322035,59,1.0,1,18,0.3050847457627119,59,1.0,1,30,0.5084745762711864,59,1.0,1,0.05290473287092673,0.2996640168501264,0.5419857656579311,0.7430012612022286,0.8592595936512687,0.9378404391245722,0.9791605215864202
010224,EC,ALL59,59,59,1.0,8,0.13559322033898305,59,1.0,1,13,0.22033898305084745,59,1.0,1,36,0.6101694915254238,59,1.0,1,0.012506703348238673,0.576837551411234,0.7338745405022062,0.7971968744320234,0.8481137845788274,0.9145793032205661,0.9667815578473041
010226,EC,ALL59,58,58,1.0,15,0.25862068965517243,58,1.0,1,15,0.25862068965517243,58,1.0,1,24,0.41379310344827586,58,1.0,1,0.1754159930614587,0.3071487583578247,0.537033324742027,0.8323652109651847,0.9181371360791832,0.9477038498515008,0.9891944732832618
010227,EC,ALL59,59,59,1.0,4,0.06779661016949153,59,1.0,1,6,0.1016949152542373,59,1.0,1,23,0.3898305084745763,59,1.0,1,0.4209843572652988,0.7140497979450494,0.7764505285772593,0.849290490873555,0.9075154592616124,0.961390635821435,0.9892972031961198
010228,EC,ALL59,58,58,1.0,10,0.1724137931034483,58,1.0,1,12,0.20689655172413793,58,1.0,1,25,0.43103448275862066,58,1.0,1,0.09683420710549986,0.3632674118973174,0.6928409383640901,0.783799762178596,0.9175660431084074,0.9423941338054788,0.9798325324110125
010230,EC,ALL59,59,59,1.0,4,0.06779661016949153,59,1.0,1,5,0.0847457627118644,59,1.0,1,19,0.3220338983050847,59,1.0,1,0.5647943923943392,0.7190616820766387,0.8201790186200194,0.8835132519641974,0.9381540467930201,0.9537160741792402,0.9850335912932202
010231,EC,ALL59,58,58,1.0,11,0.1896551724137931,58,1.0,1,15,0.25862068965517243,58,1.0,1,30,0.5172413793103449,58,1.0,1,0.2869656221646421,0.5155249117384184,0.6092755734768959,0.8124419633548042,0.8793777511488607,0.9439690049713892,0.9838126412832249
010232,EC,ALL59,57,57,1.0,4,0.07017543859649122,57,1.0,1,6,0.10526315789473684,57,1.0,1,16,0.2807017543859649,57,1.0,1,0.07662301924395952,0.7357661935420226,0.7887323699385664,0.9062604402845125,0.9553824687405934,0.9796881853847615,0.9946691318540613
010233,EC,ALL59,59,59,1.0,5,0.0847457627118644,59,1.0,1,10,0.1694915254237288,59,1.0,1,18,0.3050847457627119,59,1.0,1,0.2965508172573537,0.5063571058072492,0.7495921988590423,0.8946144929743891,0.960099556565436,0.9751877966911562,0.9930156320801317
010234,EC,ALL59,59,59,1.0,5,0.0847457627118644,59,1.0,1,7,0.11864406779661017,59,1.0,1,19,0.3220338983050847,59,1.0,1,0.5500203889465268,0.6851815427907519,0.7984987607587971,0.878022200525417,0.9523167783401842,0.9786104745484366,0.9924361872871849
010236,EC,ALL59,59,59,1.0,4,0.06779661016949153,59,1.0,1,5,0.0847457627118644,59,1.0,1,16,0.2711864406779661,59,1.0,1,0.30085284374329874,0.7350295428291077,0.8282038205121435,0.9173024922052732,0.9451671719624103,0.969734603291463,0.9882414263277924
010238,EC,ALL59,59,59,1.0,10,0.1694915254237288,59,1.0,1,14,0.23728813559322035,59,1.0,1,23,0.3898305084745763,59,1.0,1,0.24858949466833463,0.5945839144537418,0.6872500505350725,0.853062774037062,0.9269358265930534,0.9550238695503305,0.9764997692218104
010239,EC,ALL59,57,57,1.0,5,0.08771929824561403,57,1.0,1,6,0.10526315789473684,57,1.0,1,16,0.2807017543859649,57,1.0,1,0.3526873386119391,0.6000705475491885,0.7724591182581589,0.9089914140367292,0.9303023004812287,0.9467492965844265,0.9774816438722884
010240,EC,ALL59,58,58,1.0,5,0.08620689655172414,58,1.0,1,5,0.08620689655172414,58,1.0,1,15,0.25862068965517243,58,1.0,1,0.32508568225347284,0.6621780763127981,0.7734862520212041,0.9526495854304814,0.9792952851268901,0.9867789582675992,0.9971378819630432
010241,EC,ALL59,58,58,1.0,10,0.1724137931034483,58,1.0,1,13,0.22413793103448276,58,1.0,1,23,0.39655172413793105,58,1.0,1,0.16005402471821786,0.40542066192107223,0.651729011479589,0.81708890460328,0.9257478176282407,0.9589496502252431,0.9912644830499793
010242,EC,ALL59,57,57,1.0,9,0.15789473684210525,57,1.0,1,10,0.17543859649122806,57,1.0,1,34,0.5964912280701754,57,1.0,1,0.1599856610342834,0.4492122173682802,0.7396844015791969,0.8099434366795438,0.8702382438164552,0.9150850376009942,0.9913128509677805
010243,EC,ALL59,59,59,1.0,3,0.05084745762711865,59,1.0,1,4,0.06779661016949153,59,1.0,1,10,0.1694915254237288,59,1.0,1,0.502244777897374,0.852328329851452,0.898611191054539,0.9303101944508607,0.97016299521951,0.9869261069379216,0.9957046505337092
010244,EC,ALL59,57,57,1.0,16,0.2807017543859649,57,1.0,1,19,0.3333333333333333,57,1.0,1,36,0.631578947368421,57,1.0,1,0.1262085928913451,0.3002551852869345,0.5037312494469184,0.7150108484748409,0.8245715173072217,0.9341654204775303,0.979949675151668
010245,EC,ALL59,57,57,1.0,4,0.07017543859649122,57,1.0,1,5,0.08771929824561403,57,1.0,1,16,0.2807017543859649,57,1.0,1,0.38095275131053447,0.7356872865098668,0.8307410804113339,0.9054507584673199,0.9604323341777757,0.9735856333118369,0.992514110738637
010246,EC,ALL59,59,59,1.0,3,0.05084745762711865,59,1.0,1,8,0.13559322033898305,59,1.0,1,14,0.23728813559322035,59,1.0,1,0.5218989742827344,0.7175728816565279,0.8404551233111285,0.910488539634491,0.9617881157780496,0.9898228462644422,0.9964766674617639
010247,EC,ALL59,59,59,1.0,5,0.0847457627118644,59,1.0,1,5,0.0847457627118644,59,1.0,1,16,0.2711864406779661,59,1.0,1,0.3798516468899192,0.6326223379486778,0.8153710796711052,0.9090357490806783,0.9584827142365947,0.9721403383361599,0.9917977339700049
010248,EC,ALL59,59,59,1.0,8,0.13559322033898305,59,1.0,1,9,0.15254237288135594,59,1.0,1,25,0.423728813559322,59,1.0,1,0.36983125323171384,0.6188563371531616,0.7576935811014547,0.8180540546900351,0.9009421998537755,0.961532328980752,0.9859934479061677
010249,EC,ALL59,58,58,1.0,10,0.1724137931034483,58,1.0,1,12,0.20689655172413793,58,1.0,1,23,0.39655172413793105,58,1.0,1,0.30494863910535636,0.5506822457360075,0.6990170457768368,0.8196495593994023,0.9355427073196706,0.9774134093462249,0.9958991179013086
010250,EC,ALL59,59,59,1.0,4,0.06779661016949153,59,1.0,1,7,0.11864406779661017,59,1.0,1,14,0.23728813559322035,59,1.0,1,0.2864669588483353,0.717815185705325,0.7772185046935614,0.9153310951677851,0.9617811846719315,0.9744188722087114,0.9907489171581251
010251,EC,ALL59,59,59,1.0,22,0.3728813559322034,59,1.0,1,22,0.3728813559322034,59,1.0,1,33,0.559322033898305,59,1.0,1,0.11093081467165804,0.3702734546029604,0.4340543231271196,0.5508042496859228,0.8538329590008468,0.9356244496380265,0.9779885589247997
010252,EC,ALL59,59,59,1.0,4,0.06779661016949153,59,1.0,1,5,0.0847457627118644,59,1.0,1,23,0.3898305084745763,59,1.0,1,0.4338944332570783,0.7016006087024527,0.7848304841501627,0.8721984223134736,0.9186790629602409,0.9518568549578136,0.9933924435316278
010254,EC,ALL59,59,59,1.0,9,0.15254237288135594,59,1.0,1,11,0.1864406779661017,59,1.0,1,23,0.3898305084745763,59,1.0,1,0.3727772796688318,0.4417661506782663,0.7096598004670168,0.8367269747280838,0.925565019454147,0.9513823221270995,0.9890584566259252
010255,EC,ALL59,59,59,1.0,14,0.23728813559322035,59,1.0,1,16,0.2711864406779661,59,1.0,1,32,0.5423728813559322,59,1.0,1,0.1593802743039073,0.39435698070733977,0.6123357780704051,0.7767418573784772,0.8626054073045446,0.9472878377051736,0.9781233897196324
010256,EC,ALL59,59,59,1.0,5,0.0847457627118644,59,1.0,1,10,0.1694915254237288,59,1.0,1,16,0.2711864406779661,59,1.0,1,0.37963902332609284,0.6305814315726547,0.7498512447250695,0.9095054331558524,0.9474283383010397,0.9679462450643754,0.9891803557184016
010257,EC,ALL59,58,58,1.0,21,0.3620689655172414,58,1.0,1,30,0.5172413793103449,58,1.0,1,50,0.8620689655172413,58,1.0,1,0.24824688750006454,0.4402309767982947,0.601147046640629,0.6562928620176861,0.7222733254839573,0.7786563317515913,0.8548625415494031
010258,EC,ALL59,56,56,1.0,12,0.21428571428571427,56,1.0,1,15,0.26785714285714285,56,1.0,1,38,0.6785714285714286,56,1.0,1,0.004278702896262884,0.47129502842379856,0.5928153925573956,0.7634763383151413,0.8359785529711729,0.896980489519221,0.9656333743237687
010260,EC,ALL59,58,58,1.0,4,0.06896551724137931,58,1.0,1,4,0.06896551724137931,58,1.0,1,23,0.39655172413793105,58,1.0,1,0.34093988961921,0.7504855045553083,0.7766214848015699,0.8746148559343807,0.9280841078204045,0.9671438021779374,0.9939897615517984
010261,EC,ALL59,56,56,1.0,13,0.23214285714285715,56,1.0,1,16,0.2857142857142857,56,1.0,1,27,0.48214285714285715,56,1.0,1,0.358359739185701,0.4124929936019928,0.6121318299141041,0.750564785856393,0.8842323665469348,0.9508200188695949,0.9879222158113817
010262,EC,ALL59,57,57,1.0,5,0.08771929824561403,57,1.0,1,5,0.08771929824561403,57,1.0,1,18,0.3157894736842105,57,1.0,1,0.40634101853353327,0.6409319017165352,0.7867018388639638,0.8948001107639477,0.9545193703252018,0.9838127100033561,0.9964384637674893
010263,EC,ALL59,58,58,1.0,8,0.13793103448275862,58,1.0,1,10,0.1724137931034483,58,1.0,1,19,0.3275862068965517,58,1.0,1,0.497386975652362,0.6414768295127099,0.7445846043076203,0.8450833903255972,0.9230633828198225,0.9741811999115283,0.9952407802296431
010264,EC,ALL59,59,59,1.0,4,0.06779661016949153,59,1.0,1,4,0.06779661016949153,59,1.0,1,11,0.1864406779661017,59,1.0,1,0.449130302924011,0.7998990660641958,0.8800708534746544,0.9511468431901289,0.9747814978315645,0.9893329048114232,0.9963396116142107
010265,EC,ALL59,58,58,1.0,7,0.1206896551724138,58,1.0,1,11,0.1896551724137931,58,1.0,1,19,0.3275862068965517,58,1.0,1,0.3361309000086323,0.6821518854319236,0.7271422385747237,0.8897075841232523,0.9523308545428164,0.9744657824295836,0.9907688382856605
010266,EC,ALL59,58,58,1.0,4,0.06896551724137931,58,1.0,1,5,0.08620689655172414,58,1.0,1,36,0.6206896551724138,58,1.0,1,0.43844811852373466,0.7142538115966482,0.7883983499654431,0.8173204704774566,0.8800169128854817,0.9078889386998027,0.9786161208035191
010267,EC,ALL59,58,58,1.0,5,0.08620689655172414,58,1.0,1,9,0.15517241379310345,58,1.0,1,21,0.3620689655172414,58,1.0,1,0.5573363064972472,0.6441686460131705,0.7731734131258949,0.854063996561615,0.9324559409403135,0.9808566664841369,0.9961326764398878
010268,EC,ALL59,59,59,1.0,6,0.1016949152542373,59,1.0,1,7,0.11864406779661017,59,1.0,1,22,0.3728813559322034,59,1.0,1,0.11220042564331927,0.633973866729637,0.8124355353545398,0.8512612175005255,0.9360061616632636,0.973256226519458,0.9908193612383492
010269,EC,ALL59,59,59,1.0,9,0.15254237288135594,59,1.0,1,10,0.1694915254237288,59,1.0,1,26,0.4406779661016949,59,1.0,1,0.2697940087018404,0.4579414833993505,0.7349839722282795,0.8005522256182859,0.8983189945282328,0.947421129044623,0.9730871081179983
010270,EC,ALL59,58,58,1.0,15,0.25862068965517243,58,1.0,1,18,0.3103448275862069,58,1.0,1,32,0.5517241379310345,58,1.0,1,0.22251784787025544,0.4362386285142985,0.5464643159366319,0.7315880564212119,0.8665570811974815,0.9161643498691251,0.966139513432976
010271,EC,ALL59,56,56,1.0,19,0.3392857142857143,56,1.0,1,20,0.35714285714285715,56,1.0,1,36,0.6428571428571429,56,1.0,1,0.3133311886270102,0.46471557042273365,0.6121664227357646,0.6739765084452096,0.8261583489648572,0.9031451675738525,0.9702880048715748
010272,EC,ALL59,58,58,1.0,25,0.43103448275862066,58,1.0,1,28,0.4827586206896552,58,1.0,1,43,0.7413793103448276,58,1.0,1,0.035584716710973414,0.18099495549932548,0.5453118525714368,0.5936427669947583,0.7266843486368577,0.8239771668350049,0.9589794849586218
010273,EC,ALL59,59,59,1.0,3,0.05084745762711865,59,1.0,1,4,0.06779661016949153,59,1.0,1,16,0.2711864406779661,59,1.0,1,0.42200719616450605,0.8049572286502461,0.8367340670583433,0.9065254873367556,0.9462872521917978,0.9735245683015155,0.9894380917378806
010274,EC,ALL59,58,58,1.0,3,0.05172413793103448,58,1.0,1,4,0.06896551724137931,58,1.0,1,10,0.1724137931034483,58,1.0,1,0.47076806379032166,0.8517484829584434,0.8860111139131333,0.947656644369089,0.9755780159248552,0.9849182503774284,0.9959195109872723
010275,EC,ALL59,58,58,1.0,18,0.3103448275862069,58,1.0,1,21,0.3620689655172414,58,1.0,1,37,0.6379310344827587,58,1.0,1,0.014074056247501392,0.2769091491248106,0.39206937674844483,0.6762771997366415,0.7794054088754814,0.8917802033105561,0.9689488551845636
010276,EC,ALL59,59,59,1.0,23,0.3898305084745763,59,1.0,1,26,0.4406779661016949,59,1.0,1,40,0.6779661016949152,59,1.0,1,0.008257552095071709,0.3119313076336299,0.40172577042095997,0.5106999524954676,0.7258676157339925,0.8346528085338287,0.949139922328846
010277,EC,ALL59,59,59,1.0,11,0.1864406779661017,59,1.0,1,12,0.2033898305084746,59,1.0,1,28,0.4745762711864407,59,1.0,1,0.18678948058859424,0.3799649510791643,0.6347578908497462,0.8218859663375668,0.8804752836510383,0.9213425114901378,0.980934101145737
010283,EC,ALL59,59,59,1.0,8,0.13559322033898305,59,1.0,1,9,0.15254237288135594,59,1.0,1,20,0.3389830508474576,59,1.0,1,0.3148302799749571,0.6186568063058024,0.7815732553492268,0.8187932005725094,0.9293695959388206,0.9668758886324244,0.9895535002812341
010284,EC,ALL59,58,58,1.0,6,0.10344827586206896,58,1.0,1,9,0.15517241379310345,58,1.0,1,21,0.3620689655172414,58,1.0,1,0.2102111774510358,0.5483081073990026,0.7637289316678219,0.827658104433058,0.9411001965574095,0.9765640183022238,0.9917406114441002
010286,EC,ALL59,57,57,1.0,4,0.07017543859649122,57,1.0,1,4,0.07017543859649122,57,1.0,1,24,0.42105263157894735,57,1.0,1,0.3432537798236558,0.7696213991799016,0.7987344520485021,0.8667463893897696,0.9038427211322282,0.9230573694801697,0.9801998480708534
010287,EC,ALL59,58,58,1.0,7,0.1206896551724138,58,1.0,1,8,0.13793103448275862,58,1.0,1,20,0.3448275862068966,58,1.0,1,0.3883765846269162,0.5532999505180902,0.7990189052120309,0.8873637062716593,0.9395956756678383,0.9742197276645651,0.9948474899449621
010288,EC,ALL59,59,59,1.0,5,0.0847457627118644,59,1.0,1,5,0.0847457627118644,59,1.0,1,15,0.2542372881355932,59,1.0,1,0.4607224752007356,0.6130669771895281,0.8476635003760108,0.9172886664803268,0.9427391380488477,0.9735606400907865,0.9977318348468237
010289,EC,ALL59,59,59,1.0,12,0.2033898305084746,59,1.0,1,12,0.2033898305084746,59,1.0,1,23,0.3898305084745763,59,1.0,1,0.3410342922222099,0.455013800691001,0.6731820703141554,0.8245972917424765,0.9227407047348403,0.97824624352246,0.9956210363949513
010290,EC,ALL59,56,56,1.0,10,0.17857142857142858,56,1.0,1,14,0.25,56,1.0,1,19,0.3392857142857143,56,1.0,1,0.365810301859006,0.54209744928998,0.6960017854495809,0.8902894122832637,0.9334403175379408,0.9586181739376544,0.9864978308194494
010291,EC,ALL59,55,55,1.0,7,0.12727272727272726,55,1.0,1,8,0.14545454545454545,55,1.0,1,20,0.36363636363636365,55,1.0,1,0.03958643405592167,0.45490791517143586,0.797188162276467,0.844781715885071,0.9448532563050254,0.9658550830092708,0.9882069791449409
010292,EC,ALL59,59,59,1.0,5,0.0847457627118644,59,1.0,1,10,0.1694915254237288,59,1.0,1,15,0.2542372881355932,59,1.0,1,0.3253926140617971,0.682284432834835,0.7459542388456334,0.9358348566826503,0.95727986958777,0.9801889388828181,0.9956636496617443
010294,EC,ALL59,59,59,1.0,4,0.06779661016949153,59,1.0,1,5,0.0847457627118644,59,1.0,1,10,0.1694915254237288,59,1.0,1,0.2250955568888772,0.7398320863117306,0.8497086352728901,0.9761584166964471,0.9895711627957384,0.9941987349005682,0.9991581779629289
010295,EC,ALL59,59,59,1.0,9,0.15254237288135594,59,1.0,1,10,0.1694915254237288,59,1.0,1,21,0.3559322033898305,59,1.0,1,0.3950854756994629,0.5299455338310248,0.7276941274500698,0.8723618596081089,0.9259803891481898,0.9786421487166268,0.9848671568095142
010296,EC,ALL59,59,59,1.0,5,0.0847457627118644,59,1.0,1,11,0.1864406779661017,59,1.0,1,18,0.3050847457627119,59,1.0,1,0.37447155334918075,0.6246240430090557,0.7242316240783687,0.8866160199288556,0.9381791889075177,0.9723694237987869,0.9933369980522921
010297,EC,ALL59,59,59,1.0,5,0.0847457627118644,59,1.0,1,11,0.1864406779661017,59,1.0,1,22,0.3728813559322034,59,1.0,1,0.31757820686000554,0.6578734716060816,0.7255978510256641,0.8516077148154665,0.9229027310637119,0.9496470806613985,0.9822840619579344
010298,EC,ALL59,59,59,1.0,5,0.0847457627118644,59,1.0,1,9,0.15254237288135594,59,1.0,1,16,0.2711864406779661,59,1.0,1,0.3224137255020427,0.5542429957732466,0.754282865114078,0.9143427763507026,0.9513163972376375,0.9735535068619132,0.9936062562012155
010299,EC,ALL59,59,59,1.0,4,0.06779661016949153,59,1.0,1,5,0.0847457627118644,59,1.0,1,20,0.3389830508474576,59,1.0,1,0.2595454280809549,0.7351000422512879,0.7836401417393386,0.8677400633569404,0.930793110241901,0.9621209532621708,0.9921774495755629
010300,EC,ALL59,59,59,1.0,4,0.06779661016949153,59,1.0,1,9,0.15254237288135594,59,1.0,1,25,0.423728813559322,59,1.0,1,0.5053065909476394,0.7146638865854384,0.753883601954704,0.8540661696246261,0.9005264092759288,0.9631332902411207,0.9919094387260661
010301,EC,ALL59,59,59,1.0,10,0.1694915254237288,59,1.0,1,11,0.1864406779661017,59,1.0,1,29,0.4915254237288136,59,1.0,1,0.31851170462058503,0.6090028164485114,0.6922341714389962,0.8089391753287889,0.8886380255403693,0.9620332452703616,0.9920281149326255
010302,EC,ALL59,58,58,1.0,23,0.39655172413793105,58,1.0,1,27,0.46551724137931033,58,1.0,1,51,0.8793103448275862,58,1.0,1,0.036509939811524075,0.2672327805085081,0.45818153576480425,0.5949867681303789,0.7183814334283529,0.8268689161452706,0.8723496626027641
010303,EC,ALL59,58,58,1.0,11,0.1896551724137931,58,1.0,1,16,0.27586206896551724,58,1.0,1,29,0.5,58,1.0,1,0.3358849791709187,0.4698399959864533,0.6696629892368683,0.752596524524977,0.8705402267129668,0.9452512557856915,0.9857504905877975
010304,EC,ALL59,59,59,1.0,6,0.1016949152542373,59,1.0,1,7,0.11864406779661017,59,1.0,1,12,0.2033898305084746,59,1.0,1,0.27701552468607377,0.6762471008197194,0.776487543497268,0.9451366258792663,0.9761451560585377,0.9917764412239095,0.9987222078474953
010305,EC,ALL59,57,57,1.0,8,0.14035087719298245,57,1.0,1,8,0.14035087719298245,57,1.0,1,23,0.40350877192982454,57,1.0,1,0.4569613324921199,0.5951360442434223,0.7787221055800214,0.8056400659323724,0.9209388577142454,0.9512365371967303,0.9862062515942941
010306,EC,ALL59,59,59,1.0,9,0.15254237288135594,59,1.0,1,10,0.1694915254237288,59,1.0,1,24,0.4067796610169492,59,1.0,1,0.03262971970665196,0.3057710603521949,0.7272036547847788,0.8412410134242164,0.9040388100140616,0.9684247889188707,0.9912992480653964
010307,EC,ALL59,58,58,1.0,6,0.10344827586206896,58,1.0,1,7,0.1206896551724138,58,1.0,1,16,0.27586206896551724,58,1.0,1,0.3403493528983042,0.4600847247755222,0.7894185224577086,0.9039275183772589,0.9706514913403231,0.9840528333963071,0.9943048627327259
010308,EC,ALL59,59,59,1.0,5,0.0847457627118644,59,1.0,1,8,0.13559322033898305,59,1.0,1,21,0.3559322033898305,59,1.0,1,0.2897831161075185,0.5774546534242295,0.7703521211296979,0.8698951759750866,0.9167833392097854,0.9635512074052617,0.9964689862365589
010309,EC,ALL59,59,59,1.0,6,0.1016949152542373,59,1.0,1,9,0.15254237288135594,59,1.0,1,18,0.3050847457627119,59,1.0,1,0.291107675339258,0.5610637005933468,0.769723552579458,0.8986777968046046,0.9678168088324292,0.9856743847824746,0.9961986700973474
010310,EC,ALL59,59,59,1.0,5,0.0847457627118644,59,1.0,1,9,0.15254237288135594,59,1.0,1,22,0.3728813559322034,59,1.0,1,0.4076242139681589,0.621974964088004,0.7546322202882136,0.8506277778756667,0.9237050055666349,0.9459475431273089,0.9791620483111284
010311,EC,ALL59,58,58,1.0,8,0.13793103448275862,58,1.0,1,14,0.2413793103448276,58,1.0,1,21,0.3620689655172414,58,1.0,1,0.1922705981585248,0.5517889139440635,0.709711494434266,0.8167794811596815,0.9224658134006412,0.9662000912924102,0.988957724447538
010314,EC,ALL59,57,57,1.0,9,0.15789473684210525,57,1.0,1,10,0.17543859649122806,57,1.0,1,18,0.3157894736842105,57,1.0,1,0.28834713755433294,0.5744203595725094,0.7192896920788133,0.8992972607052999,0.9569339825943387,0.9841392939080027,0.9966887487951422
010315,EC,ALL59,55,55,1.0,10,0.18181818181818182,55,1.0,1,11,0.2,55,1.0,1,19,0.34545454545454546,55,1.0,1,0.4418756882452774,0.6124080845662889,0.6983407721349884,0.8935533965473105,0.9529300569475239,0.9799941617229948,0.998625832082495
010316,EC,ALL59,57,57,1.0,5,0.08771929824561403,57,1.0,1,10,0.17543859649122806,57,1.0,1,16,0.2807017543859649,57,1.0,1,0.3178888527849222,0.6678628603243036,0.7349181540512415,0.9165445051421572,0.9410236615070432,0.9607483592572177,0.9840667890727087
010317,EC,ALL59,57,57,1.0,6,0.10526315789473684,57,1.0,1,6,0.10526315789473684,57,1.0,1,23,0.40350877192982454,57,1.0,1,0.2953831693104429,0.6584084688535266,0.7933520304637057,0.8401681064154094,0.932311488038352,0.9791743856911267,0.9946547044863265
010318,EC,ALL59,58,58,1.0,5,0.08620689655172414,58,1.0,1,10,0.1724137931034483,58,1.0,1,23,0.39655172413793105,58,1.0,1,0.3591435137397768,0.6884513687942396,0.736995373094867,0.8477455031425726,0.9195448828233449,0.956618040022707,0.9753768683256542
010319,EC,ALL59,57,57,1.0,9,0.15789473684210525,57,1.0,1,9,0.15789473684210525,57,1.0,1,23,0.40350877192982454,57,1.0,1,0.36861998790455947,0.5299326773625163,0.7625633105264166,0.8670986868545953,0.9382089252701721,0.9739087189604513,0.99465703080575
010321,EC,ALL59,59,59,1.0,11,0.1864406779661017,59,1.0,1,14,0.23728813559322035,59,1.0,1,19,0.3220338983050847,59,1.0,1,0.27777603360066144,0.5896342586762997,0.6756270253110507,0.8642679740777541,0.9243516179400401,0.953886569960477,0.9831342296269224
010002,EO,ALL59,59,59,1.0,18,0.3050847457627119,59,1.0,1,22,0.3728813559322034,59,1.0,1,41,0.6949152542372882,59,1.0,1,0.012001911901740511,0.2815735807952423,0.4703960882009602,0.693824625321217,0.7828029457145138,0.8595027753837309,0.9456989606951463
010003,EO,ALL59,59,59,1.0,7,0.11864406779661017,59,1.0,1,10,0.1694915254237288,59,1.0,1,22,0.3728813559322034,59,1.0,1,0.46127439049853197,0.6550378681024149,0.7294938615631379,0.7911992168232738,0.9355894383961396,0.9765207457201779,0.9945082370658698
010004,EO,ALL59,59,59,1.0,13,0.22033898305084745,59,1.0,1,15,0.2542372881355932,59,1.0,1,21,0.3559322033898305,59,1.0,1,0.05159110303644808,0.5954493652754246,0.6583328971698943,0.792600242041489,0.9354580721191296,0.96935298669807,0.9801382107725954
010005,EO,ALL59,59,59,1.0,6,0.1016949152542373,59,1.0,1,10,0.1694915254237288,59,1.0,1,23,0.3898305084745763,59,1.0,1,0.09977262785677055,0.5192359635134017,0.744740445869439,0.8203919773511126,0.9170729119769607,0.9501021071222803,0.9886981580926337
010006,EO,ALL59,59,59,1.0,37,0.6271186440677966,59,1.0,1,42,0.711864406779661,59,1.0,1,48,0.8135593220338984,59,1.0,1,0.008228802760681421,0.10635497811043755,0.3063006110625229,0.4901240440586996,0.5341212841810777,0.6845137318460914,0.9184655704447081
010007,EO,ALL59,55,55,1.0,9,0.16363636363636364,55,1.0,1,11,0.2,55,1.0,1,24,0.43636363636363634,55,1.0,1,0.23611452945153516,0.553480964661597,0.7113170720967441,0.8333024113045561,0.9101527826625302,0.9317368909497854,0.9772328211200005
010010,EO,ALL59,57,57,1.0,14,0.24561403508771928,57,1.0,1,16,0.2807017543859649,57,1.0,1,29,0.5087719298245614,57,1.0,1,0.2465092053602556,0.5177164330030832,0.6422293070847814,0.7748975500368317,0.8846760010137762,0.9373420071116613,0.9819782174628465
010012,EO,ALL59,59,59,1.0,21,0.3559322033898305,59,1.0,1,22,0.3728813559322034,59,1.0,1,36,0.6101694915254238,59,1.0,1,0.1196939678280222,0.4511341309438104,0.5082022594389354,0.6257751220755948,0.8097569359766434,0.9012250721068912,0.953737420924284
010016,EO,ALL59,58,58,1.0,10,0.1724137931034483,58,1.0,1,15,0.25862068965517243,58,1.0,1,30,0.5172413793103449,58,1.0,1,0.3313578848313729,0.5567275152892969,0.6895124600637601,0.8144103447619495,0.8782793332711929,0.9316114802529859,0.9856020039998232
010017,EO,ALL59,59,59,1.0,18,0.3050847457627119,59,1.0,1,18,0.3050847457627119,59,1.0,1,33,0.559322033898305,59,1.0,1,0.02376154025043666,0.07020192948948069,0.4829642980647707,0.6692443630232995,0.8024655157670147,0.9502119986619226,0.9816193297992382
010019,EO,ALL59,55,55,1.0,10,0.18181818181818182,55,1.0,1,12,0.21818181818181817,55,1.0,1,23,0.41818181818181815,55,1.0,1,0.06630421104868855,0.3761699423572295,0.6747579330701421,0.8104069541774137,0.9088019573616509,0.9512971483872188,0.9955913104220722
010020,EO,ALL59,56,56,1.0,20,0.35714285714285715,56,1.0,1,21,0.375,56,1.0,1,39,0.6964285714285714,56,1.0,1,0.023396626933445363,0.32478026741510035,0.48358274854402944,0.6451424354562708,0.8229960543601851,0.8903947416886101,0.9635858225738418
010021,EO,ALL59,59,59,1.0,16,0.2711864406779661,59,1.0,1,21,0.3559322033898305,59,1.0,1,26,0.4406779661016949,59,1.0,1,0.008150782474383037,0.30146989222688997,0.49249081344557544,0.7227196506982864,0.8902469222577879,0.9443505542875854,0.9827193984966391
010022,EO,ALL59,59,59,1.0,17,0.288135593220339,59,1.0,1,20,0.3389830508474576,59,1.0,1,42,0.711864406779661,59,1.0,1,0.010361819514205704,0.21461730635153897,0.46673134350721207,0.6160459931515072,0.8027320636211336,0.8658842771753076,0.9584767237877121
