subject,condition,subset,m_used,K_last,R2_at_Klast,K70,K70_norm,K70_cens,K70_norm_cens,attained_70,K75,K75_norm,K75_cens,K75_norm_cens,attained_75,K90,K90_norm,K90_cens,K90_norm_cens,attained_90,R2_K1,R2_K4,R2_K9,R2_K16,R2_K25,R2_K36,R2_K49
010052,EC,ALL59,59,59,1.0,16,0.2711864406779661,59,1.0,1,17,0.288135593220339,59,1.0,1,31,0.5254237288135594,59,1.0,1,0.005716177560287097,0.4049777389463749,0.60759485037665,0.7198711999735486,0.8795619616164464,0.9293350782809067,0.9650253823758929
010053,EC,ALL59,58,58,1.0,5,0.08620689655172414,58,1.0,1,5,0.08620689655172414,58,1.0,1,20,0.3448275862068966,58,1.0,1,0.09305001547757516,0.573515234561267,0.8048917403733301,0.8811623924142366,0.9452041294826132,0.9747281059412003,0.9919967706300825
010056,EC,ALL59,59,59,1.0,6,0.1016949152542373,59,1.0,1,12,0.2033898305084746,59,1.0,1,24,0.4067796610169492,59,1.0,1,0.24991527457941895,0.5220949036312675,0.7424382672281548,0.852629223908436,0.9065756176921912,0.9325717229233567,0.9858942535327396
010059,EC,ALL59,59,59,1.0,16,0.2711864406779661,59,1.0,1,16,0.2711864406779661,59,1.0,1,28,0.4745762711864407,59,1.0,1,0.011369693078491271,0.4962940742534198,0.552056449408751,0.7712949045362845,0.872009268095291,0.9598309914142171,0.9823528787078426
010060,EC,ALL59,59,59,1.0,4,0.06779661016949153,59,1.0,1,6,0.1016949152542373,59,1.0,1,19,0.3220338983050847,59,1.0,1,0.2805940768881639,0.7177771976412372,0.8332393834497521,0.8814171368886492,0.9700279071510313,0.9843564983574279,0.996861407502282
010061,EC,ALL59,58,58,1.0,4,0.06896551724137931,58,1.0,1,5,0.08620689655172414,58,1.0,1,15,0.25862068965517243,58,1.0,1,0.4433702977488949,0.7417761757729638,0.7886809781802577,0.9326386623237192,0.9518753034157023,0.9680845179862906,0.9898659343169379
010062,EC,ALL59,56,56,1.0,11,0.19642857142857142,56,1.0,1,11,0.19642857142857142,56,1.0,1,27,0.48214285714285715,56,1.0,1,0.29992768741532316,0.653416399656198,0.674676319446595,0.7886615106571452,0.8841596474394301,0.9669366293227756,0.9955689584327944
010063,EC,ALL59,58,58,1.0,10,0.1724137931034483,58,1.0,1,14,0.2413793103448276,58,1.0,1,19,0.3275862068965517,58,1.0,1,0.34262809276440265,0.5329811608837971,0.6940279952109893,0.8683578741936672,0.9424840133657183,0.9651876723593833,0.9902626138092933
010064,EC,ALL59,57,57,1.0,5,0.08771929824561403,57,1.0,1,5,0.08771929824561403,57,1.0,1,22,0.38596491228070173,57,1.0,1,0.46835204967578525,0.6594814542170055,0.8070916953050532,0.8773447113078441,0.928572879937358,0.9713808481802004,0.9960518689031644
010065,EC,ALL59,59,59,1.0,4,0.06779661016949153,59,1.0,1,5,0.0847457627118644,59,1.0,1,16,0.2711864406779661,59,1.0,1,0.5229245245284385,0.7326124525185016,0.8405613842681956,0.9027400581691457,0.9623124673741063,0.9820575245479428,0.9945709872360069
010066,EC,ALL59,58,58,1.0,7,0.1206896551724138,58,1.0,1,9,0.15517241379310345,58,1.0,1,21,0.3620689655172414,58,1.0,1,0.3576639457916153,0.6545495488730942,0.7515380185206884,0.8011535902028951,0.9459880596300765,0.9786697617948954,0.9922769562574875
010067,EC,ALL59,58,58,1.0,9,0.15517241379310345,58,1.0,1,10,0.1724137931034483,58,1.0,1,23,0.39655172413793105,58,1.0,1,0.22376098564265676,0.6279901006259971,0.7303727599789431,0.8296628979893382,0.912893035704666,0.9540755228192148,0.9856825403774604
010068,EC,ALL59,58,58,1.0,12,0.20689655172413793,58,1.0,1,16,0.27586206896551724,58,1.0,1,36,0.6206896551724138,58,1.0,1,0.25184800632618504,0.5654477399828121,0.6166507970505826,0.7570159745163986,0.8249450735366005,0.9021548625106992,0.974213807796304
010069,EC,ALL59,55,55,1.0,8,0.14545454545454545,55,1.0,1,10,0.18181818181818182,55,1.0,1,23,0.41818181818181815,55,1.0,1,0.4143484555454916,0.4449245414051767,0.746312711052954,0.8032748243907931,0.9172960564381017,0.9778127864089636,0.9947946055649552
010070,EC,ALL59,58,58,1.0,5,0.08620689655172414,58,1.0,1,5,0.08620689655172414,58,1.0,1,20,0.3448275862068966,58,1.0,1,0.035531024765817175,0.437877224207022,0.8310373662309067,0.8784063672211209,0.9582831212758428,0.9774495260525312,0.9966065274515686
010071,EC,ALL59,58,58,1.0,4,0.06896551724137931,58,1.0,1,4,0.06896551724137931,58,1.0,1,10,0.1724137931034483,58,1.0,1,0.4434209949948716,0.8024864802761142,0.8694892310062962,0.9462398120406794,0.9714794785807436,0.9846780594913721,0.9925562001971274
010072,EC,ALL59,54,54,1.0,5,0.09259259259259259,54,1.0,1,7,0.12962962962962962,54,1.0,1,19,0.35185185185185186,54,1.0,1,0.25206122500516837,0.58585405942138,0.7676458715780202,0.8877782334062828,0.9481070655360295,0.9711861700911254,0.9967907093822138
010073,EC,ALL59,59,59,1.0,17,0.288135593220339,59,1.0,1,17,0.288135593220339,59,1.0,1,25,0.423728813559322,59,1.0,1,0.1632162854210063,0.3202650903083656,0.6009316218240214,0.670287477086225,0.9006074149184672,0.9480451641562098,0.9770904673372216
010074,EC,ALL59,58,58,1.0,4,0.06896551724137931,58,1.0,1,5,0.08620689655172414,58,1.0,1,10,0.1724137931034483,58,1.0,1,0.38131764394612483,0.7275350072540864,0.8663612790447092,0.9655930184060153,0.9910352411433512,0.9957523614339006,0.9987275877945655
010075,EC,ALL59,59,59,1.0,5,0.0847457627118644,59,1.0,1,11,0.1864406779661017,59,1.0,1,18,0.3050847457627119,59,1.0,1,0.27880645977722585,0.637005178914812,0.7109879463802647,0.8729318897845347,0.9221231512196114,0.9617073709620444,0.9911792732269366
010076,EC,ALL59,58,58,1.0,14,0.2413793103448276,58,1.0,1,16,0.27586206896551724,58,1.0,1,22,0.3793103448275862,58,1.0,1,0.0766916555784157,0.34976601308781013,0.6666672814423605,0.7588662799376409,0.9275384798721391,0.9559930998160515,0.9868393640302973
010079,EC,ALL59,57,57,1.0,14,0.24561403508771928,57,1.0,1,15,0.2631578947368421,57,1.0,1,22,0.38596491228070173,57,1.0,1,0.13038062025144292,0.4462553878384149,0.6177538570801342,0.8211725436504999,0.9103567945218706,0.973855189981714,0.9955019588167953
010080,EC,ALL59,57,57,1.0,4,0.07017543859649122,57,1.0,1,4,0.07017543859649122,57,1.0,1,18,0.3157894736842105,57,1.0,1,0.4787368941468601,0.7515313664747643,0.8399410519464526,0.8724177565022745,0.9533075491031744,0.9793583764758781,0.9974744040140162
010081,EC,ALL59,58,58,1.0,4,0.06896551724137931,58,1.0,1,4,0.06896551724137931,58,1.0,1,11,0.1896551724137931,58,1.0,1,0.31196457137696315,0.7946754941459647,0.8603759021164932,0.9541836184879141,0.9770805837199741,0.9886120064576752,0.9978882492564256
010083,EC,ALL59,58,58,1.0,6,0.10344827586206896,58,1.0,1,6,0.10344827586206896,58,1.0,1,18,0.3103448275862069,58,1.0,1,0.4525740644690849,0.5814642299774603,0.7930530992151202,0.8811116335098659,0.9605146780177816,0.9787476977904493,0.9929393800723362
010084,EC,ALL59,59,59,1.0,4,0.06779661016949153,59,1.0,1,4,0.06779661016949153,59,1.0,1,11,0.1864406779661017,59,1.0,1,0.24041865769147278,0.7763129823819694,0.8221348056651958,0.9242924185784757,0.9573880420804783,0.9783703924571491,0.9941567503102766
010085,EC,ALL59,57,57,1.0,14,0.24561403508771928,57,1.0,1,14,0.24561403508771928,57,1.0,1,28,0.49122807017543857,57,1.0,1,0.16502561588151615,0.2726522234558048,0.3960682241547564,0.7667386367274852,0.888175287902131,0.9309924061282452,0.9932860739415741
010086,EC,ALL59,57,57,1.0,20,0.3508771929824561,57,1.0,1,26,0.45614035087719296,57,1.0,1,41,0.7192982456140351,57,1.0,1,0.004846135360895617,0.40718540211771104,0.5295075413160052,0.6632003306426323,0.7385438700727007,0.8671229601860275,0.967307621976581
010088,EC,ALL59,58,58,1.0,14,0.2413793103448276,58,1.0,1,15,0.25862068965517243,58,1.0,1,22,0.3793103448275862,58,1.0,1,0.19834271599311223,0.42623307986048165,0.5527586794039553,0.8435840278344295,0.9200164919349861,0.9578593957719513,0.9823776243535062
